# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesRequestsMs,1772679770511000000,1772679778118000000,0
StorageLockContext.competingThreads.90P,1772679770511000000,1772679778118000000,0
DirectByteBufferAllocator.disposed,1772679770511000000,1772679778118000000,148
StorageLockContext.competingThreads.max,1772679770511000000,1772679778118000000,0
FilePageCache.maxRegisteredFiles,1772679770511000000,1772679778118000000,521
FilePageCacheLockFree.totalPagesRequested,1772679770511000000,1772679778118000000,0
FilePageCacheLockFree.totalPagesReadMs,1772679770511000000,1772679778118000000,0
DirectByteBufferAllocator.reclaimed,1772679770511000000,1772679778118000000,43
FileChannelInterruptsRetryer.totalRetriedAttempts,1772679770511000000,1772679778118000000,0
FilePageCacheLockFree.totalBytesWritten,1772679770511000000,1772679778118000000,0
StorageLockContext.competingThreads.avg,1772679770511000000,1772679778118000000,0.0
FilePageCacheLockFree.totalHeapBytesAllocated,1772679770511000000,1772679778118000000,0
DirectByteBufferAllocator.hits,1772679770511000000,1772679778118000000,3
FilePageCacheLockFree.heapBytesInUse,1772679770511000000,1772679778118000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1772679770511000000,1772679778118000000,41943040
jps.global.get.libraries.ms,1772679770511000000,1772679778118000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.entities.ms,1772679770511000000,1772679778118000000,1
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.instances.count,1772679770511000000,1772679778118000000,2
workspaceModel.global.updates.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772679770511000000,1772679778118000000,0
jps.load.initial.state.ms,1772679770511000000,1772679778118000000,9
workspaceModel.global.apply.state.to.project.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772679770511000000,1772679778118000000,0
workspaceModel.global.updates.count,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1772679770511000000,1772679778118000000,0
jps.global.handle.before.change.events.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772679770511000000,1772679778118000000,0
jps.global.handle.changed.events.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772679770511000000,1772679778118000000,0
workspaceModel.do.save.caches.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1772679770511000000,1772679778118000000,0
jps.app.storage.content.reader.load.component.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772679770511000000,1772679778118000000,0
jps.global.get.library.by.name.ms,1772679770511000000,1772679778118000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772679770511000000,1772679778118000000,0
jps.global.initialize.library.bridges.ms,1772679770511000000,1772679778118000000,0
jps.library.entities.serializer.save.entities.ms,1772679770511000000,1772679778118000000,0
jps.global.get.library.ms,1772679770511000000,1772679778118000000,0
workspaceModel.load.cache.metadata.from.file.ms,1772679770511000000,1772679778118000000,0
jps.save.global.entities.ms,1772679770511000000,1772679778118000000,0
jps.library.entities.serializer.load.entities.ms,1772679770511000000,1772679778118000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772679770511000000,1772679778118000000,3
workspaceModel.load.cache.from.file.ms,1772679770511000000,1772679778118000000,1
workspaceModel.save.cache.to.file.ms,1772679770511000000,1772679778118000000,0
workspaceModel.sync.entities.ms,1772679770511000000,1772679778118000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772679770511000000,1772679778118000000,0
workspaceModel.full.replace.project.model.ms,1772679770511000000,1772679778118000000,0
workspaceModel.check.recursive.update.ms,1772679770511000000,1772679778118000000,0
workspaceModel.cachedValue.calculated.count,1772679770511000000,1772679778118000000,2
workspaceModel.replace.project.model.ms,1772679770511000000,1772679778118000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1772679770511000000,1772679778118000000,0
workspaceModel.to.snapshot.ms,1772679770511000000,1772679778118000000,0
workspaceModel.updates.ms,1772679770511000000,1772679778118000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1772679770511000000,1772679778118000000,0
workspaceModel.loading.total.ms,1772679770511000000,1772679778118000000,30
workspaceModel.cachedValueWithParameters.clear.count,1772679770511000000,1772679778118000000,0
workspaceModel.pre.handlers.ms,1772679770511000000,1772679778118000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1772679770511000000,1772679778118000000,3
workspaceModel.cachedValue.from.cache.count,1772679770511000000,1772679778118000000,0
workspaceModel.on.changed.ms,1772679770511000000,1772679778118000000,0
workspaceModel.initializing.ms,1772679770511000000,1772679778118000000,0
workspaceModel.collect.changes.ms,1772679770511000000,1772679778118000000,0
workspaceModel.init.bridges.ms,1772679770511000000,1772679778118000000,0
workspaceModel.updates.precise.ms,1772679770511000000,1772679778118000000,0
workspaceModel.updates.count,1772679770511000000,1772679778118000000,0
workspaceModel.loading.from.cache.ms,1772679770511000000,1772679778118000000,23
workspaceModel.cachedValue.clear.count,1772679770511000000,1772679778118000000,0
workspaceModel.cachedValue.total.get.count,1772679770511000000,1772679778118000000,2
workspaceModel.update.unloaded.entities.ms,1772679770511000000,1772679778118000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772679770511000000,1772679778118000000,0
workspaceModel.on.before.changed.ms,1772679770511000000,1772679778118000000,0
VFS.fileByIdCache.misses,1772679770511000000,1772679778118000000,0
VFS.fileByIdCache.hits,1772679770511000000,1772679778118000000,0
VFS.fileChildByName,1772679770511000000,1772679778118000000,48
VFS.invertedFileNameIndex.requests,1772679770511000000,1772679778118000000,0
NonBlockingReadAction.finalizedExecutionsCount,1772679770511000000,1772679778118000000,11
AWTEventQueue.dispatchTimeTotalNS,1772679770511000000,1772679778118000000,769663200
FlushQueue.waitingTimeAvgNs,1772679770511000000,1772679778118000000,1.6378326534639769E9
AWTEventQueue.eventsDispatched,1772679770511000000,1772679778118000000,1672
FlushQueue.waitingTimeMaxNs,1772679770511000000,1772679778118000000,5234491391
FlushQueue.executionTime90PNs,1772679770511000000,1772679778118000000,158719
FlushQueue.executionTimeAvgNs,1772679770511000000,1772679778118000000,9738184.391930835
FlushQueue.queueSize90P,1772679770511000000,1772679778118000000,461
FlushQueue.executionTimeMaxNs,1772679770511000000,1772679778118000000,6677331967
FlushQueue.queueSizeMax,1772679770511000000,1772679778118000000,527
NonBlockingReadAction.failedExecutionTimeUs,1772679770511000000,1772679778118000000,0
AWTEventQueue.dispatchTimeAvgNs,1772679770511000000,1772679778118000000,460079.8899521531
FlushQueue.queueSizeAvg,1772679770511000000,1772679778118000000,275.02737752161386
FlushQueue.waitingTime90PNs,1772679770511000000,1772679778118000000,3942645759
WriteAction.executionsCount,1772679770511000000,1772679778118000000,1
AWTEventQueue.dispatchTime90PNs,1772679770511000000,1772679778118000000,54271
ReadAction.executionsCount,1772679770511000000,1772679778118000000,64763
FlushQueue.tasksExecuted,1772679770511000000,1772679778118000000,694
NonBlockingReadAction.finalizedExecutionTimeUs,1772679770511000000,1772679778118000000,7125
NonBlockingReadAction.failedExecutionsCount,1772679770511000000,1772679778118000000,0
AWTEventQueue.dispatchTimeMaxNs,1772679770511000000,1772679778118000000,624951295
cacheStateStorage.set.duration,1772679770511000000,1772679778118000000,0
cacheStateStorage.set.counter,1772679770511000000,1772679778118000000,0
cacheStateStorage.get.duration,1772679770511000000,1772679778118000000,0
cacheStateStorage.get.counter,1772679770511000000,1772679778118000000,4
writeAction.wait.ms,1772679770511000000,1772679778118000000,0
writeAction.count,1772679770511000000,1772679778118000000,1
writeAction.max.wait.ms,1772679770511000000,1772679778118000000,0
writeAction.median.wait.ms,1772679770511000000,1772679778118000000,0
