# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
jps.save.global.entities.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772679329448000000,1772679337336000000,0
jps.global.get.library.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772679329448000000,1772679337336000000,0
jps.library.entities.serializer.save.entities.ms,1772679329448000000,1772679337336000000,0
jps.app.storage.content.reader.load.component.ms,1772679329448000000,1772679337336000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.entities.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772679329448000000,1772679337336000000,0
jps.global.handle.before.change.events.ms,1772679329448000000,1772679337336000000,0
workspaceModel.sync.entities.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.instances.count,1772679329448000000,1772679337336000000,2
jps.library.entities.serializer.load.entities.ms,1772679329448000000,1772679337336000000,0
workspaceModel.global.apply.state.to.project.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772679329448000000,1772679337336000000,0
workspaceModel.global.updates.count,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772679329448000000,1772679337336000000,0
jps.global.handle.changed.events.ms,1772679329448000000,1772679337336000000,0
jps.load.initial.state.ms,1772679329448000000,1772679337336000000,10
workspaceModel.save.cache.to.file.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772679329448000000,1772679337336000000,0
workspaceModel.do.save.caches.ms,1772679329448000000,1772679337336000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772679329448000000,1772679337336000000,0
workspaceModel.global.updates.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772679329448000000,1772679337336000000,0
workspaceModel.load.cache.metadata.from.file.ms,1772679329448000000,1772679337336000000,0
jps.global.get.libraries.ms,1772679329448000000,1772679337336000000,0
jps.global.initialize.library.bridges.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1772679329448000000,1772679337336000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772679329448000000,1772679337336000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772679329448000000,1772679337336000000,0
workspaceModel.load.cache.from.file.ms,1772679329448000000,1772679337336000000,1
cacheStateStorage.set.duration,1772679329448000000,1772679337336000000,0
cacheStateStorage.get.counter,1772679329448000000,1772679337336000000,4
cacheStateStorage.get.duration,1772679329448000000,1772679337336000000,0
cacheStateStorage.set.counter,1772679329448000000,1772679337336000000,0
writeAction.count,1772679329448000000,1772679337336000000,1
writeAction.max.wait.ms,1772679329448000000,1772679337336000000,0
writeAction.median.wait.ms,1772679329448000000,1772679337336000000,0
writeAction.wait.ms,1772679329448000000,1772679337336000000,0
FlushQueue.tasksExecuted,1772679329448000000,1772679337336000000,0
FlushQueue.executionTime90PNs,1772679329448000000,1772679337336000000,0
FlushQueue.executionTimeAvgNs,1772679329448000000,1772679337336000000,0.0
FlushQueue.queueSizeAvg,1772679329448000000,1772679337336000000,0.0
NonBlockingReadAction.failedExecutionTimeUs,1772679329448000000,1772679337336000000,0
FlushQueue.waitingTimeMaxNs,1772679329448000000,1772679337336000000,0
FlushQueue.queueSizeMax,1772679329448000000,1772679337336000000,0
AWTEventQueue.dispatchTime90PNs,1772679329448000000,1772679337336000000,0
NonBlockingReadAction.failedExecutionsCount,1772679329448000000,1772679337336000000,0
NonBlockingReadAction.finalizedExecutionsCount,1772679329448000000,1772679337336000000,11
WriteAction.executionsCount,1772679329448000000,1772679337336000000,1
FlushQueue.waitingTime90PNs,1772679329448000000,1772679337336000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1772679329448000000,1772679337336000000,7034
ReadAction.executionsCount,1772679329448000000,1772679337336000000,64763
AWTEventQueue.dispatchTimeTotalNS,1772679329448000000,1772679337336000000,864383100
FlushQueue.executionTimeMaxNs,1772679329448000000,1772679337336000000,0
AWTEventQueue.dispatchTimeAvgNs,1772679329448000000,1772679337336000000,0.0
FlushQueue.waitingTimeAvgNs,1772679329448000000,1772679337336000000,0.0
AWTEventQueue.dispatchTimeMaxNs,1772679329448000000,1772679337336000000,0
AWTEventQueue.eventsDispatched,1772679329448000000,1772679337336000000,0
FlushQueue.queueSize90P,1772679329448000000,1772679337336000000,0
VFS.fileByIdCache.hits,1772679329448000000,1772679337336000000,0
VFS.fileByIdCache.misses,1772679329448000000,1772679337336000000,0
VFS.fileChildByName,1772679329448000000,1772679337336000000,48
VFS.invertedFileNameIndex.requests,1772679329448000000,1772679337336000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1772679329448000000,1772679337336000000,0
workspaceModel.replace.project.model.ms,1772679329448000000,1772679337336000000,0
workspaceModel.cachedValueWithParameters.clear.count,1772679329448000000,1772679337336000000,0
workspaceModel.loading.total.ms,1772679329448000000,1772679337336000000,33
workspaceModel.cachedValue.calculated.count,1772679329448000000,1772679337336000000,2
workspaceModel.check.recursive.update.ms,1772679329448000000,1772679337336000000,0
workspaceModel.initializing.ms,1772679329448000000,1772679337336000000,0
workspaceModel.collect.changes.ms,1772679329448000000,1772679337336000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772679329448000000,1772679337336000000,0
workspaceModel.cachedValue.total.get.count,1772679329448000000,1772679337336000000,2
workspaceModel.update.unloaded.entities.ms,1772679329448000000,1772679337336000000,0
workspaceModel.updates.ms,1772679329448000000,1772679337336000000,0
workspaceModel.to.snapshot.ms,1772679329448000000,1772679337336000000,0
workspaceModel.init.bridges.ms,1772679329448000000,1772679337336000000,0
workspaceModel.cachedValue.clear.count,1772679329448000000,1772679337336000000,0
workspaceModel.updates.count,1772679329448000000,1772679337336000000,0
workspaceModel.on.changed.ms,1772679329448000000,1772679337336000000,0
workspaceModel.pre.handlers.ms,1772679329448000000,1772679337336000000,0
workspaceModel.on.before.changed.ms,1772679329448000000,1772679337336000000,0
workspaceModel.cachedValue.from.cache.count,1772679329448000000,1772679337336000000,0
workspaceModel.updates.precise.ms,1772679329448000000,1772679337336000000,0
workspaceModel.loading.from.cache.ms,1772679329448000000,1772679337336000000,25
workspaceModel.cachedValueWithParameters.calculated.count,1772679329448000000,1772679337336000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1772679329448000000,1772679337336000000,3
workspaceModel.full.replace.project.model.ms,1772679329448000000,1772679337336000000,0
