# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.disposed,1772678252173000000,1772678261992000000,148
DirectByteBufferAllocator.reclaimed,1772678252173000000,1772678261992000000,43
writeAction.median.wait.ms,1772678252173000000,1772678261992000000,0
writeAction.wait.ms,1772678252173000000,1772678261992000000,1
writeAction.count,1772678252173000000,1772678261992000000,1
writeAction.max.wait.ms,1772678252173000000,1772678261992000000,1
cacheStateStorage.set.counter,1772678252173000000,1772678261992000000,0
cacheStateStorage.get.counter,1772678252173000000,1772678261992000000,4
cacheStateStorage.set.duration,1772678252173000000,1772678261992000000,0
cacheStateStorage.get.duration,1772678252173000000,1772678261992000000,0
workspaceModel.pre.handlers.ms,1772678252173000000,1772678261992000000,0
workspaceModel.collect.changes.ms,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValue.total.get.count,1772678252173000000,1772678261992000000,2
workspaceModel.cachedValueWithParameters.from.cache.count,1772678252173000000,1772678261992000000,0
workspaceModel.full.replace.project.model.ms,1772678252173000000,1772678261992000000,0
workspaceModel.to.snapshot.ms,1772678252173000000,1772678261992000000,0
workspaceModel.updates.count,1772678252173000000,1772678261992000000,0
workspaceModel.on.changed.ms,1772678252173000000,1772678261992000000,0
workspaceModel.init.bridges.ms,1772678252173000000,1772678261992000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1772678252173000000,1772678261992000000,3
workspaceModel.replace.project.model.ms,1772678252173000000,1772678261992000000,0
workspaceModel.initializing.ms,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValue.clear.count,1772678252173000000,1772678261992000000,0
workspaceModel.loading.from.cache.ms,1772678252173000000,1772678261992000000,28
workspaceModel.update.unloaded.entities.ms,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValue.from.cache.count,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValueWithParameters.clear.count,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1772678252173000000,1772678261992000000,0
workspaceModel.cachedValue.calculated.count,1772678252173000000,1772678261992000000,2
workspaceModel.loading.total.ms,1772678252173000000,1772678261992000000,36
workspaceModel.on.before.changed.ms,1772678252173000000,1772678261992000000,0
workspaceModel.check.recursive.update.ms,1772678252173000000,1772678261992000000,0
workspaceModel.updates.ms,1772678252173000000,1772678261992000000,0
workspaceModel.updates.precise.ms,1772678252173000000,1772678261992000000,0
AWTEventQueue.dispatchTime90PNs,1772678252173000000,1772678261992000000,0
FlushQueue.queueSize90P,1772678252173000000,1772678261992000000,0
FlushQueue.waitingTimeAvgNs,1772678252173000000,1772678261992000000,0.0
FlushQueue.waitingTime90PNs,1772678252173000000,1772678261992000000,0
WriteAction.executionsCount,1772678252173000000,1772678261992000000,1
FlushQueue.queueSizeMax,1772678252173000000,1772678261992000000,0
FlushQueue.tasksExecuted,1772678252173000000,1772678261992000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1772678252173000000,1772678261992000000,6936
NonBlockingReadAction.failedExecutionsCount,1772678252173000000,1772678261992000000,0
AWTEventQueue.dispatchTimeAvgNs,1772678252173000000,1772678261992000000,0.0
FlushQueue.executionTime90PNs,1772678252173000000,1772678261992000000,0
ReadAction.executionsCount,1772678252173000000,1772678261992000000,64763
AWTEventQueue.dispatchTimeMaxNs,1772678252173000000,1772678261992000000,0
AWTEventQueue.dispatchTimeTotalNS,1772678252173000000,1772678261992000000,954187508
FlushQueue.queueSizeAvg,1772678252173000000,1772678261992000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1772678252173000000,1772678261992000000,11
AWTEventQueue.eventsDispatched,1772678252173000000,1772678261992000000,0
FlushQueue.executionTimeMaxNs,1772678252173000000,1772678261992000000,0
FlushQueue.waitingTimeMaxNs,1772678252173000000,1772678261992000000,0
NonBlockingReadAction.failedExecutionTimeUs,1772678252173000000,1772678261992000000,0
FlushQueue.executionTimeAvgNs,1772678252173000000,1772678261992000000,0.0
workspaceModel.moduleManagerBridge.get.modules.ms,1772678252173000000,1772678261992000000,0
jps.global.get.library.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.instances.count,1772678252173000000,1772678261992000000,2
workspaceModel.moduleManagerBridge.create.module.instance.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.entities.ms,1772678252173000000,1772678261992000000,3
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1772678252173000000,1772678261992000000,0
jps.library.entities.serializer.save.entities.ms,1772678252173000000,1772678261992000000,0
jps.load.initial.state.ms,1772678252173000000,1772678261992000000,18
jps.global.get.libraries.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1772678252173000000,1772678261992000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1772678252173000000,1772678261992000000,0
jps.global.handle.before.change.events.ms,1772678252173000000,1772678261992000000,0
jps.global.get.library.by.name.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1772678252173000000,1772678261992000000,0
workspaceModel.sync.entities.ms,1772678252173000000,1772678261992000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1772678252173000000,1772678261992000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1772678252173000000,1772678261992000000,0
jps.global.initialize.library.bridges.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1772678252173000000,1772678261992000000,0
workspaceModel.save.cache.to.file.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1772678252173000000,1772678261992000000,0
jps.global.handle.changed.events.ms,1772678252173000000,1772678261992000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1772678252173000000,1772678261992000000,0
jps.global.initialize.library.bridges.after.loading.ms,1772678252173000000,1772678261992000000,4
workspaceModel.mutableEntityStorage.referrers.ms,1772678252173000000,1772678261992000000,0
workspaceModel.global.apply.state.to.project.ms,1772678252173000000,1772678261992000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1772678252173000000,1772678261992000000,0
workspaceModel.load.cache.from.file.ms,1772678252173000000,1772678261992000000,0
workspaceModel.load.cache.metadata.from.file.ms,1772678252173000000,1772678261992000000,0
workspaceModel.do.save.caches.ms,1772678252173000000,1772678261992000000,0
workspaceModel.global.updates.ms,1772678252173000000,1772678261992000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1772678252173000000,1772678261992000000,0
workspaceModel.global.updates.count,1772678252173000000,1772678261992000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1772678252173000000,1772678261992000000,0
jps.save.global.entities.ms,1772678252173000000,1772678261992000000,0
jps.library.entities.serializer.load.entities.ms,1772678252173000000,1772678261992000000,0
jps.app.storage.content.reader.load.component.ms,1772678252173000000,1772678261992000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1772678252173000000,1772678261992000000,0
